archive,file,bytes,sha256
8.022.zip,8.022/spring-2026/labs/Faraday_Ice_Pail.pdf,2454402,43aff378156310b29ef853fa988101fb73b1c9d4bfea693688b3844e91596800
8.022.zip,8.022/spring-2026/labs/Helmholtz_Coil.pdf,292962,ec222ca9fa6cae0bc89e684e86b11d68a649e988a31bf035b495802182324f1c
8.022.zip,8.022/spring-2026/labs/Wireless_Power_Transfer.pdf,5425402,799146b51b760158e7f4def60f1146f57ec64a0155f844b0d84d55b7cf8c7720
8.022.zip,8.022/spring-2026/lectures/L10_Notes.pdf,29182665,6dc8f484204451bac04275c9561b610c422265482f3db16c7274cbb478e080df
8.022.zip,8.022/spring-2026/lectures/L10_Slides_CircuitsKirchoff.pdf,2509941,e139f988a5919ce32c217fbf98dbd631dde1be040686281a494c43055725f032
8.022.zip,8.022/spring-2026/lectures/L11_Notes.pdf,37101201,7acc64ede60f29f8973896e3473e4976277ce58673ab20a5183182c7e37d8611
8.022.zip,8.022/spring-2026/lectures/L11_Slides_Lorentz.pdf,5644852,60cc691d4583a8f303965a8721f5a9d08c398b5e2fbe147859bae07606fb4a12
8.022.zip,8.022/spring-2026/lectures/L12_Notes.pdf,40786134,d0071c77fec06ca91ac9120662904637e25a65ea537f75a78286316e88cb292b
8.022.zip,8.022/spring-2026/lectures/L12_Slides_Ampere.pdf,3001478,73e17b6fc904d16160cd9d8a9c7b60b52e81414f64aa792d627e22065bcbf421
8.022.zip,8.022/spring-2026/lectures/L13_Notes.pdf,25785389,827db8dc6685d1a3760d3d096fa52dc2e72bc8052184cae2a1cfc3bb2988311b
8.022.zip,8.022/spring-2026/lectures/L13_Slides_VpotentialBiot.pdf,3278367,6bf22c9bf026cd2c1eaa51c7846972f5345b75385a044a7965395db3d08f100f
8.022.zip,8.022/spring-2026/lectures/L14_Notes.pdf,36104477,d872b3f1f5f691f502ce6891811e1dc0ed55cafd8154ad4d62180c217cb80fd4
8.022.zip,8.022/spring-2026/lectures/L14_Slides_Faraday.pdf,3085976,fec04b4d08af55f56ba92a35dc383145276b92bd12964866f9a06b0c9d1d6804
8.022.zip,8.022/spring-2026/lectures/L15_Notes.pdf,39805529,9c07ee2c72d8928746c768e149d36edb15dd2b1574c0fec78dba93218ecf1f77
8.022.zip,8.022/spring-2026/lectures/L15_Slides_InductorsMagneticEnergy.pdf,1933495,48e242426c630bbe0ef9cf56ee1a725af7dc36bd7b2a02da67b85dce87a6472e
8.022.zip,8.022/spring-2026/lectures/L16_Notes.pdf,34947899,eec0ba063d74e25a6ce9b71207ab4a0e5be2c89b4696d44775d0864e9a352701
8.022.zip,8.022/spring-2026/lectures/L16_Slides_RLC_DC.pdf,718031,8e7cdc4b1a0b012decace9bba6c06563a55c6c87ea1c5f075de87d61b4c51fdf
8.022.zip,8.022/spring-2026/lectures/L17_Notes.pdf,4295682,c6ce1a6566f02e7905aa1ca78b48b0b03d8d5cce39a4828facc0eda3519261f8
8.022.zip,8.022/spring-2026/lectures/L17_Slides_ACsources.pdf,3565701,511c25ca917ea9e664be55d4fa2ee50e6484e471d77d8e09fa19fa8b896fed1e
8.022.zip,8.022/spring-2026/lectures/L18_Notes.pdf,27011123,0820d7a8922a5f28ad01d9a9af217abcdc16ca03924a5115506c840b883db026
8.022.zip,8.022/spring-2026/lectures/L18_Slides_Impedance.pdf,4541229,f37b59036d1eb7d19407ecc4dbf95d7001a242ef4cb80a13cf7f22c241565286
8.022.zip,8.022/spring-2026/lectures/L19_Notes.pdf,25420552,6f50b3cb0dc753ad9b1548866613a6c7adaa7ea46fff31ba6fe74ba10025e74a
8.022.zip,8.022/spring-2026/lectures/L19_Slides_Displacement.pdf,2831502,c14b5a953fcccd528c51734e4e6ad10eb99a77e1bc5404a74d7f693d39a115ab
8.022.zip,8.022/spring-2026/lectures/L1_Notes.pdf,8560717,419f914657ef5e00a5d56e0963d109993923e25f4d7998789a9dabb6a724e0b1
8.022.zip,8.022/spring-2026/lectures/L1_Slides_CoulombCharges.pdf,17456725,2acd0d3b7d6dce7b251525eaa3071cfd41808af55a4ab2fe3534516e5c2a1762
8.022.zip,8.022/spring-2026/lectures/L20_Notes.pdf,34064562,ededbbf0df134e6612cfbf8acafee26d114b8001f6274fd9ab311a2b2c37047a
8.022.zip,8.022/spring-2026/lectures/L20_Slides_Wave1.pdf,2438008,0e6b44105e3ca19a7188972662c6b7e5954a5dd3dea5b53636894a41386652ce
8.022.zip,8.022/spring-2026/lectures/L21_Notes.pdf,37388352,a47868993b6fac2f940f5c8ad84bfa46cc3aa7c8f325b24400a16bba08311d04
8.022.zip,8.022/spring-2026/lectures/L21_Slides_Wave2.pdf,24097078,59a67bb82d879d4bfef0aad9bc949b3724c3aaa0ee2ea6daaa070f6aa9b1ffb8
8.022.zip,8.022/spring-2026/lectures/L25_Slides_SummaryPart123.pdf,19576204,291beef66b443d2f933860149c2c79e560254debcff68d6f38a9a07e5761d4fb
8.022.zip,8.022/spring-2026/lectures/L2_Notes.pdf,23385166,e60c4937ad4bc486f11d379396d1b05f26400442477d051effd6d596a2299337
8.022.zip,8.022/spring-2026/lectures/L2_Slides_EfieldGauss.pdf,6094834,d77554d3fecb19ba2d87bb252b004004e22cf47d0869628f5ed83343a275a6bd
8.022.zip,8.022/spring-2026/lectures/L3_Notes.pdf,5643196,fc283f31cba58a1eb91a94563a0684493c24694883e74f907fe6e7798ef30dc6
8.022.zip,8.022/spring-2026/lectures/L3_Slides_EnergyElectrost.pdf,3868115,b20c6d8968438f2321f61a8a6518c0d34d27b5d7c9b95563e9f1533a399aafac
8.022.zip,8.022/spring-2026/lectures/L4_Notes.pdf,28462639,6612216d8c48c281e8c4b3fdcf5fb55fe05b5f173433352f3e6155816c344418
8.022.zip,8.022/spring-2026/lectures/L4_Slides_VectorCalculus.pdf,10139163,405fff1cfff7f16ced64b51946a7366004fa1cbead52ddff13ebdca722f54ccb
8.022.zip,8.022/spring-2026/lectures/L5_Slides_MaxwellStaticPoissonLaplace.pdf,7315397,674d615d1e0b7cc4c15906363a9ecac9ae27f11dfeef5a3e6d0a96452751d789
8.022.zip,8.022/spring-2026/lectures/L6_Notes.pdf,15656551,7bcf62bfcb3026631fe433e28671d28ad33c6351403d703ba29cee2e7e179f10
8.022.zip,8.022/spring-2026/lectures/L6_Slides_Conductors.pdf,4671200,143ce610c34498e341df5f7aaa2278697740a51eb6e6c1b9a5a417fa261ed51c
8.022.zip,8.022/spring-2026/lectures/L7_Notes.pdf,10966844,a49280dfb0c37a86bf79c009d82234e6f7d61b2a55285da33c6e32df5e00cf34
8.022.zip,8.022/spring-2026/lectures/L7_Slides_Capacitors.pdf,5840764,1cad6e89616ebdb56b7d9e589f741d5671b3af81acc95ab435be8af3b9a0c5e1
8.022.zip,8.022/spring-2026/lectures/L8_Notes.pdf,30638314,4d2893e011ed97bfac146320574be806863313aba8e5a8e748a3f134a0e7dd6b
8.022.zip,8.022/spring-2026/lectures/L8_Slides_Currents.pdf,3404562,04168c5403589e13efb56e8cf5ef746b6392a768bbeffdecff473b4dd0b093f9
8.022.zip,8.022/spring-2026/lectures/L9_Notes.pdf,25035710,8bf8047cf9789aa8cfe9d4dd08a8b8c513ee6fe527dbb5f8545fc735928d1e14
8.022.zip,8.022/spring-2026/lectures/L9_Slides_ResiBatteries.pdf,5143296,ce2b295ccbc5ef934ca163a2c2bdb6524d9b401eb2802862b813e8cce7ced5a6
8.022.zip,8.022/spring-2026/lectures/Review_MIdTerm2.pdf,14746541,82b3c7a98496ab6c98beed6ff7626fdaaabee68413f0cca2476428e3c7adee1f
8.022.zip,8.022/spring-2026/notes/LowPassFilter.pdf,2096885,967c4a2dc472e6e0a4597e0a7811a4d55cd6cb12cebbe07d23ee0d598801b6ca
8.022.zip,8.022/spring-2026/reading-questions/RQ1.pdf,102878,02bdcb03131b0ca1a7344c6ab7e582b647ece89a066954d968a0102d8e7f76f9
8.022.zip,8.022/spring-2026/reading-questions/RQ10.pdf,481374,8360d82c11285dae07c8cf1fd8e217e4224a36d380921ecdaf6cf536252b0430
8.022.zip,8.022/spring-2026/reading-questions/RQ11.pdf,74020,afc03328f061ed3c27d86fe9b228324cc05daac26ed0c91a441b8dcb8f632c83
8.022.zip,8.022/spring-2026/reading-questions/RQ12.pdf,114802,c26332f40432dc3f1cf609288fc1702b95a4b89a3619b9fcee20369c6807dc99
8.022.zip,8.022/spring-2026/reading-questions/RQ2.pdf,83916,9cfdeb5fa02f633d7e75ab4981812eeb6d3da5ee6fc3c0ebac53288d33146b05
8.022.zip,8.022/spring-2026/reading-questions/RQ3.pdf,98492,12b63c1910920e8af1960bae6275e8bf5b0015cb85ef55bdaf77c0f1a9dc7b91
8.022.zip,8.022/spring-2026/reading-questions/RQ4.pdf,91977,0d74869ffb91c7aaa08d5ad0ced7950b1c2a7f5f16668d30d7c405d14c8595e4
8.022.zip,8.022/spring-2026/reading-questions/RQ5.pdf,84018,cbdaa5ca48f57d8a9958d2319d570d8dc2b7012f2183538e57857e65571686e0
8.022.zip,8.022/spring-2026/reading-questions/RQ6.pdf,83160,a03933b01e9ceebcf8a616280e81d72810ab929aa26778b33b0403e17cdeda1a
8.022.zip,8.022/spring-2026/reading-questions/RQ7.pdf,194109,3276906ba97b96a1ce7deb1324fa393aff3e6eb3c8bf3b4f22e3486d2ade4ff9
8.022.zip,8.022/spring-2026/reading-questions/RQ8.pdf,387650,29d44e942e84600146d6144714894f2e7624f9c3e38d6f0a3ffe181adb1dbf1f
8.022.zip,8.022/spring-2026/reading-questions/RQ9.pdf,110293,5e531bc56944c82677db3b868745158b55f0fd030a42178c36d933d09c2017b7
8.022.zip,8.022/spring-2026/recitations/8022_recitation_5_Assembly Energy.pdf,1297815,74e5d3045048c44877605f999a87cf8ff79cd966a571c47c8983086755fdef17
8.022.zip,8.022/spring-2026/recitations/R1.pdf,242603,e142366ec4ad7e390080e3eb81199f7ee3d639b7b8eca8fce892a4bd1055b455
8.022.zip,8.022/spring-2026/recitations/R10.pdf,498163,d0e14777bec2325e4c068a94f6b430ca3dc232f0d594153f6403c238298cda80
8.022.zip,8.022/spring-2026/recitations/R11.pdf,207617,286654c1455a9a0dbd5454774735fc77ff56e88818f213d8adc7fc2c987e78ce
8.022.zip,8.022/spring-2026/recitations/R12.pdf,130703,8b49dc499af64b014950b46cf45cf68880e808d9f37a910750e09de62170172a
8.022.zip,8.022/spring-2026/recitations/R13.pdf,385181,f97e4365299a04ab4cd702ed93019df05f9ee48947a9b5abaef543ef95f646bd
8.022.zip,8.022/spring-2026/recitations/R14.pdf,366191,7e9467c9075c70320f5a8ad8011d8ab94333fc6246877cd531052418b173412c
8.022.zip,8.022/spring-2026/recitations/R15.pdf,280113,cf0d6555e19e3687d84835636860e4e7817d734be5be2249ab02f4aee1d9293d
8.022.zip,8.022/spring-2026/recitations/R16.pdf,331472,37593d4d586e99c426a9fd07ac909132f522be845cd39a4cdb6d7a0d0e2abcc8
8.022.zip,8.022/spring-2026/recitations/R18.pdf,184725,84d233153443e53007ce9ff4a295805a8d209fbb2da397777d63fda7f50cc25e
8.022.zip,8.022/spring-2026/recitations/R19.pdf,163285,a8cfea680bb7397ce4137cba9d030099afe986b4af76fa3bd1281f779eb2aca6
8.022.zip,8.022/spring-2026/recitations/R2.pdf,199935,e639fcfd2cb56842f8827bc12028c55e0a472be9703ed7fcd182320e5a1e1d93
8.022.zip,8.022/spring-2026/recitations/R20.pdf,216935,e15c700140fdce3f43001d432ff2c741de69ea922cb8dff12ec7ceda3be86491
8.022.zip,8.022/spring-2026/recitations/R21.pdf,143494,e5a8e8e2b92d5530950b2157181dc12e26f9e9ce21b75ca92f010e8b4cab9218
8.022.zip,8.022/spring-2026/recitations/R22.pdf,137621,7395e05405ddddf16f96dfa6cd685a7d714f43847c5c71dd39e2fb36ceccb46a
8.022.zip,8.022/spring-2026/recitations/R23.pdf,139327,301ee7f76fcb449a962b5243d5565af91f3bd95cfc10e8ee8bb07e3767f97873
8.022.zip,8.022/spring-2026/recitations/R3.pdf,404307,c24dff9537ffc0592b5735b33e9de7d8abe45d5f352ef43c4a72bde00d0a838f
8.022.zip,8.022/spring-2026/recitations/R4.pdf,187959,c39cc749db7511cdb65283db5a0536d990326fa6b18e49ed19eb7d81f2c1349c
8.022.zip,8.022/spring-2026/recitations/R5.pdf,185383,2ee789c4d62c4ddfbf3abb5cac65c554896433d014e5241af5843fbe0856631f
8.022.zip,8.022/spring-2026/recitations/R6.pdf,220247,85eb612cb1c9380799c00420da25693bfa832b7f6d72da740f1dae02ad9b4727
8.022.zip,8.022/spring-2026/recitations/R7.pdf,201704,e1884c44b823bfc05007c3d6bb93b73eb294099833d9f83d7d2d875adb3b8545
8.022.zip,8.022/spring-2026/recitations/R8.pdf,140625,308bdc2d29c345fa16b07e6e7a36a7db5c6f9a497f2604b460cd676f296e5dad
8.022.zip,8.022/spring-2026/recitations/R9.pdf,209448,90003af0391f9128b9daea5594bce22f659bb25b977e590eae48f3e0595b9843
8.022.zip,8.022/spring-2026/recitations/thevenin.pdf,139680,36771956bc6b0c3bf3ee2f20bdf0c29e8a51ee4fa554d2495a749487d231e1fc
8.022.zip,8.022/spring-2026/solutions/R10sol.pdf,509742,a9cb745f4b5a04cc073ecb90425efaea4a8bdae39234748686c3ac048030c112
8.022.zip,8.022/spring-2026/solutions/R11sol.pdf,240788,bc93c7da6944b2095e94429c4197df9179f4420ed66ea26675f1ff79760e585c
8.022.zip,8.022/spring-2026/solutions/R12sol.pdf,179414,23a05ede994c5fca5f112946e1ca04f2035366e1624c556c7cc5e49ae8962855
8.022.zip,8.022/spring-2026/solutions/R13sol.pdf,402350,14098c5fd8043941d04ffcc7e50970782cc94b7563c15c8a3785d704f7cf677a
8.022.zip,8.022/spring-2026/solutions/R14sol.pdf,405407,5c53e0d1f5b5c88783f8bd6d72b3179479206928baa63f2493be7aeb41ae601d
8.022.zip,8.022/spring-2026/solutions/R15sol.pdf,325494,4332b1f11e0431b1b5c8b54790a48e8107f7c875b1547a290a35d106bb3f6b0d
8.022.zip,8.022/spring-2026/solutions/R16sol.pdf,370204,5eee42a508911169c8ba625d466609960d55c1f07b35e9143c6a922a06334669
8.022.zip,8.022/spring-2026/solutions/R18sol.pdf,207918,314cc2cc85625e185929f78b1524bbc12525b5a9c8cdaccdc132e0b2a3489f6d
8.022.zip,8.022/spring-2026/solutions/R19sol.pdf,232198,cdd4ebdf9cb6aa4e78a25b4ce0037b76573bde97b171c39d492b586c2d3d3696
8.022.zip,8.022/spring-2026/solutions/R1sol.pdf,545228,ffc6745aa4211db98b104fddc35f78edfca882158f98f196359ef68109487755
8.022.zip,8.022/spring-2026/solutions/R20sol.pdf,250328,e1d6fb748ee4265c9a03e37fe6565cc321f2cf6ad00d16e219dd6fa15feb53a0
8.022.zip,8.022/spring-2026/solutions/R21sol.pdf,157552,a077d7efe5a9e1a1c82d09be3990d63bfd899173f6a0d6cc9959a8f38ac808d3
8.022.zip,8.022/spring-2026/solutions/R22sol.pdf,150081,d546110c6b5df5ec6183efd518e966daceb9ea064ea720d5c9a15a97610667f1
8.022.zip,8.022/spring-2026/solutions/R23sol.pdf,169885,7fa430917a1d4a4f6f6d3d891fd318fc07e60bd5614b83a4ddcfc78a46d774c5
8.022.zip,8.022/spring-2026/solutions/R2sol.pdf,221069,6f244815cb0f460f8eacafa83f95d05acc0a776eace3e6f9e815e1981353adf2
8.022.zip,8.022/spring-2026/solutions/R3sol.pdf,424762,adcf51f12dccd60634fbd3e551e3f33c93fb04f9ddb4410ec0bade1b570404d3
8.022.zip,8.022/spring-2026/solutions/R4sol.pdf,279039,4275cd6d1bb4e47101bb4fdbddda01ea9b84d27d5f1bf695e7eb07070f72e8ed
8.022.zip,8.022/spring-2026/solutions/R5sol.pdf,429239,48c76c8909f42550058ab56030fd3f47b4a58251632c58bc6a6e6369b1cb57b4
8.022.zip,8.022/spring-2026/solutions/R6sol.pdf,255013,83f9abcfa79e6eaf5c0765311ca172bf9f68c02de7c7341226dba450ebc4aac0
8.022.zip,8.022/spring-2026/solutions/R7sol.pdf,248350,ef6d578d4467cfb33b9eaee83f06450e278fb5e4ea66d2b732d8e516b389e34e
8.022.zip,8.022/spring-2026/solutions/R8sol.pdf,170154,ad94d1aaac4160d41561a5c06d943adfa35b04f977fe4af86f01b4b91ce964fe
8.022.zip,8.022/spring-2026/solutions/R9sol.pdf,294482,a480d9c91456415708ee7378a81f83da9c925e204a1b72231cd32a71392517c5
8.022.zip,8.022/spring-2026/solutions/solPracticeExam.pdf,380893,62497416cae0e47d38f6836659fc9237ae3c21d39e5fc36b0b90df4dcb010273
8.022.zip,8.022/spring-2026/solutions/solPracticeFinal.pdf,3594326,7161c35b64a2e6278c8679ebfcae1b0c64ac53582da02ac5bf201da6399e2e83
8.022.zip,8.022/spring-2026/solutions/solPracticeexam2.pdf,3263543,cb8cf530a0ac04f03f9745fb035650e187cdb5157277764ace8cac46da7f2f3d
16.C20.zip,16.C20/IVPlib_rev0/IVPlib_rev0.py,1168,88e7a8a5f7a97630adfaea15ef012cebf639a12fca36931bf741c9919d007dd6
16.C20.zip,16.C20/IVPlib_rev0/coffee_model_rev0.py,2038,6a1748a81e6744b549c3b56584888ebb6b0aa0d39dd436c88d80c30f5b69eb6e
16.C20.zip,16.C20/Lec15Code/can_opt.py,1760,cdb98fdd4331aeb3636e4722f3cc64570c85e85d1aa4e372d4ceafd48b56df80
16.C20.zip,16.C20/Lec15Code/can_opt_con.py,1541,25fddfd25077d1ec89afd5303e86e1173189470b558b447efb9df419c94688f7
16.C20.zip,16.C20/Lec15Code/can_opt_scipy.py,898,f586fc2d5f5a964c67f362a5a6c14e48a78adc8cc2eb15165e6c91db665a1c20
16.C20.zip,16.C20/Lec15Code/gd1.py,1837,7c1870044c7dea8e3c5b0fe9704c4ea3a8ad15338ac232a1d3db36f3a8f1f514
16.C20.zip,16.C20/README.md,476,cb9d4b04b51ed1e02b55e4421d00f56eec349b6f8150e6e174d67c46d088498d
16.C20.zip,16.C20/np_demos/np_creation.py,2207,a37fb37f485902f3c80515378b3860c98ee36875e487516bcb4bece2f63a440b
16.C20.zip,16.C20/np_demos/np_ops.py,845,7d8ad66654b85aad314fb051a992a73a50f4d1c7ec864be496e7fc8105a29cf2
16.C20.zip,16.C20/np_demos/np_timings.py,1997,6fa018412b8ade8bc6d9a5745631cf89e0312426a41800b10f27d3029320323a
16.C20.zip,16.C20/np_demos/np_viewcopy.py,310,de9d712f08a3d3c46655cb6767448e0ea8455188757ef34b3e0bff6032855534
16.C20.zip,16.C20/resource-2/startercode/HVACIVP.py,9547,208dc922831b68849083cd70e61df8c1b3f7bd00a5c5c16b758eb110b24ef0a8
16.C20.zip,16.C20/resource-2/startercode/IVPlib_pset2.py,2468,5b896c2251466df7574499d05a32ed869476bd9cfa74deab44aaf5cfefe5fedc
16.C20.zip,16.C20/resource-2/startercode/LinSysIVP.py,2599,ee9c936abba9b1ef98cb25a7e35db76b1912a95c6ec66882a1fd606ae85a2cea
16.C20.zip,16.C20/resource-2/startercode/mylinsolver.py,1826,b9d87e1b6fb54f4dd81142bbb9d16d115b49804d8726c83a79370dc36417631b
16.C20.zip,16.C20/resource-2/startercode/mynonlinsolver.py,2561,17bc3a3d989356d86313fc63013a56a565e9ec119e2633a1fde0e6e93f525603
16.C20.zip,16.C20/resource-2/startercode/slimmons.csv,32954,f94a8eb9cd10ec3a6ef284eb43ce1f9869038446165c27aa34d878bc5624be4c
16.C20.zip,16.C20/resource-2/startercode/solve_robertson.py,7933,e2e562b8e819dbc14f89ca3ae787019cfd7b8d73d989721baabdf421ced8f749
16.C20.zip,16.C20/resource-2/startercode/solve_slimmons.py,4945,b764c4051574c141cb77075f4114ad5768bf4bf0c22882cb85f209bd0160a965
16.C20.zip,16.C20/resource-3/startercode/HVACIVP.py,9547,208dc922831b68849083cd70e61df8c1b3f7bd00a5c5c16b758eb110b24ef0a8
16.C20.zip,16.C20/resource-3/startercode/IVPlib_pset2.py,6291,e733d9707ecaf8b697a93de919ed6368a3fe7fbc1c7eaefa60be9f4e82cde01b
16.C20.zip,16.C20/resource-3/startercode/LinSysIVP.py,2599,ee9c936abba9b1ef98cb25a7e35db76b1912a95c6ec66882a1fd606ae85a2cea
16.C20.zip,16.C20/resource-3/startercode/mylinsolver.py,2487,192330f037cb74f4c036edd56d4b481b32dd5395c16e17348fb7c2c385259763
16.C20.zip,16.C20/resource-3/startercode/mynonlinsolver.py,2394,4ffb50abc9c5408b18f8029045f712ede068ba7cfb57e776dba3bfec998fefa5
16.C20.zip,16.C20/resource-3/startercode/slimmons.csv,32954,f94a8eb9cd10ec3a6ef284eb43ce1f9869038446165c27aa34d878bc5624be4c
16.C20.zip,16.C20/resource-3/startercode/solve_robertson.py,7351,9a49ff5f561da2f5210a1016936c1c386c9cf45b4c757014f01cfca42ca9f728
16.C20.zip,16.C20/resource-3/startercode/solve_slimmons.py,4945,b764c4051574c141cb77075f4114ad5768bf4bf0c22882cb85f209bd0160a965
16.C20.zip,16.C20/resource-4/startercode/cellopt.py,7461,ec28396f2995d8ba6f36b2564b596499e02186a8bec519bb7c20a3a1e265b277
16.C20.zip,16.C20/resource-4/startercode/gd.py,2706,3fa30bbbcf17748ab33ab15104f14606e182a06147ea46dec790650b1606becf
16.C20.zip,16.C20/resource-4/startercode/gd_tests.py,3605,060c067fcfb782342b353318ca278abbdcb71968ad24aab8a4b6d8132fc6af06
16.C20.zip,16.C20/resource-5/startercode/cellopt.py,8083,a04ad0d33ab166ffea8da914545ee21c666e220dc7c8e1bf15d606edf12a7ff2
16.C20.zip,16.C20/resource-5/startercode/gd.py,2120,3ff63aaa8262ca4ed1bb287c5f5cd9c5c17490a6c1b453af2726460660509887
16.C20.zip,16.C20/resource-5/startercode/gd_tests.py,2577,d953354d90e90d908b34eaf059ec8a0127f7ba8a0575e002843fb72d48d99237
16.C20.zip,16.C20/resource-6/startercode/IVPlib_pset4.py,7630,55256497732935fbe0f275614ada777df9de583d4b18abd6de30643381870d20
16.C20.zip,16.C20/resource-6/startercode/neuron_Ifunctors.py,1804,103f18580f95325a3f8a5732e497c2828cd3bcf750fec7ad3fee7d242a4b7c8d
16.C20.zip,16.C20/resource-6/startercode/neuron_main.py,8286,b4638a36779d5107cae674d87436e0e67cb4a06771e648402a6d9f6390510d29
16.C20.zip,16.C20/resource-6/startercode/neuron_model.py,1506,6f2197c4375f097df0fd239f7aad4e868281d761922cc8a415e794d335913dd9
16.C20.zip,16.C20/resource/startercode/IVP_scenarios.py,5873,c6b0c391f2f8b47adfd007c31535ab3e52740b63d41f0ea97f272c2aa51de2cd
16.C20.zip,16.C20/resource/startercode/IVPlib_pset1.py,5530,656b6df151ee141f699ee7ee79565ee50b5f187f463cc92b0ee0011ff28b2392
16.C20.zip,16.C20/resource/startercode/hail.py,8290,db81265e069826809a25d7820d815d3a97512f42897362f48b9320bb62a52482
16.C20.zip,16.C20/resource/startercode/lander.py,6544,2d3db8a035a9e1a1b6438f8e8f5ba00621cff34d18f7fb47452cfe727582827d
16.C20.zip,16.C20/smooter.py,1447,94629f5a187c755f5f3c66afbe5e21627540944b05d338050bbb712c3f85697d
18.06.zip,18.06/historical/historical-exams/MT 1/2002f.pdf,53132,e6cf8dbea5dcc9e4da4d2d3357ca4cf52ec5c20d68cdf08ee601e09ae640be7a
18.06.zip,18.06/historical/historical-exams/MT 1/2004f.pdf,38144,5458f8fe943ccf0a62e76040551962980f0a6b6f8fc5b3b6ea25c05390c04a36
18.06.zip,18.06/historical/historical-exams/MT 1/2004s.pdf,54060,4ff2a9af1f0359aa39540bfc48f2b82aed531d87f00364af74905febb1a32385
18.06.zip,18.06/historical/historical-exams/MT 1/2005s.pdf,40677,9fb333de7dfbe11f97ffa9ae709dd7c7b3b22af803e2f5fd4c892ed7f5aef9b2
18.06.zip,18.06/historical/historical-exams/MT 1/2006f.pdf,49177,30df8c4a368fbe9e9c1cbadc1f1463893d80909550b2eddf1dc42ecd40bd4296
18.06.zip,18.06/historical/historical-exams/MT 1/2007f.pdf,68751,59fd4b37c95e18fe2a86a9f7c6d2a433cb9f594cadbd0f0b8bc0222da052fbbe
18.06.zip,18.06/historical/historical-exams/MT 1/2008f.pdf,88967,22ca4a6e0a9b4841338f380d05d9a68961e58f5da5da58ce9e46d446073bad3b
18.06.zip,18.06/historical/historical-exams/MT 1/2009f.pdf,52586,1d1dfdc4dba2bdfc38aa7f8603c99990345bd4db60fc4c9e569e8ce3d0e20cf8
18.06.zip,18.06/historical/historical-exams/MT 1/2009s.pdf,59455,3c5ef2ba84876cd3028568d4a589c6e617647000e3ee4516a9bd197334ce2714
18.06.zip,18.06/historical/historical-exams/MT 1/2010f.pdf,112405,8f86769e9c9a44e507ce69a5417a2505f1f55c812d6b73d834fabc5165f9469f
18.06.zip,18.06/historical/historical-exams/MT 1/2010s.pdf,33713,b2d4e4254e1991c6729b5245fc67b95020a86a6c90f2095dfb202c5193f9a52a
18.06.zip,18.06/historical/historical-exams/MT 1/2011s.pdf,25997,d85d921416ab8f343d6115f008390ae51611ffea1786ad24db7604e022caa360
18.06.zip,18.06/historical/historical-exams/MT 1/2012f.pdf,118591,34a71fdf44161cfaefde7b077244e477576cd10f582f3241c08ce2791d8a06af
18.06.zip,18.06/historical/historical-exams/MT 1/2012s.pdf,97587,a28b00d57110f8440f5c1449794d1047c95a1e1ab459e2d4007eec99c3248686
